rel_path,src,dst,text_nodes,attr_texts,meta_texts
dlya_professionalov/articles/sovmestnoe_ispolzovanie_danogips_jet_3_i_danogips_superfinish.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/articles/sovmestnoe_ispolzovanie_danogips_jet_3_i_danogips_superfinish.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/articles/sovmestnoe_ispolzovanie_danogips_jet_3_i_danogips_superfinish.html,313,10,2
dlya_professionalov/articles/vidyi_shpaklevok.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/articles/vidyi_shpaklevok.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/articles/vidyi_shpaklevok.html,318,9,0
dlya_professionalov/articles/kak_vyibrat_shpatlevku.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/articles/kak_vyibrat_shpatlevku.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/articles/kak_vyibrat_shpatlevku.html,297,3,2
dlya_professionalov/articles/chem_otlichayutsya_gotovyie_polimernyie_shpatlevki_danogips_mezhdu_soboj.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/articles/chem_otlichayutsya_gotovyie_polimernyie_shpatlevki_danogips_mezhdu_soboj.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/articles/chem_otlichayutsya_gotovyie_polimernyie_shpatlevki_danogips_mezhdu_soboj.html,394,3,2
dlya_professionalov/articles/danogips_jet_5_i_danogips_superfinish.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/articles/danogips_jet_5_i_danogips_superfinish.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/articles/danogips_jet_5_i_danogips_superfinish.html,319,11,2
dlya_professionalov/articles/ekologichnost_shpatlevok_danogips.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/articles/ekologichnost_shpatlevok_danogips.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/articles/ekologichnost_shpatlevok_danogips.html,293,7,0
dlya_professionalov/articles/sovmestnoe_ispolzovanie_danogips_jet_5_i_danogips_top.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/articles/sovmestnoe_ispolzovanie_danogips_jet_5_i_danogips_top.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/articles/sovmestnoe_ispolzovanie_danogips_jet_5_i_danogips_top.html,320,9,2
dlya_professionalov/articles/raznicza_mezhdu_danogips_jet_10_i_danogips_superfinish.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/articles/raznicza_mezhdu_danogips_jet_10_i_danogips_superfinish.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/articles/raznicza_mezhdu_danogips_jet_10_i_danogips_superfinish.html,335,9,2
dlya_professionalov/articles/kolerovanie_grunt_kraski_zachem_eto_nuzhno_i_kak_sdelat.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/articles/kolerovanie_grunt_kraski_zachem_eto_nuzhno_i_kak_sdelat.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/articles/kolerovanie_grunt_kraski_zachem_eto_nuzhno_i_kak_sdelat.html,298,7,2
dlya_professionalov/rebrending/kak_otlichit_superfinish_ot_poddelok.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/rebrending/kak_otlichit_superfinish_ot_poddelok.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/rebrending/kak_otlichit_superfinish_ot_poddelok.html,286,3,2
dlya_professionalov/rebrending/otvetyi_eksperta.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/rebrending/otvetyi_eksperta.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/rebrending/otvetyi_eksperta.html,280,7,2
"dlya_professionalov/dokumentacziya/politika_v_oblasti_kachestva,_oxranyi_zdorovya_i_obespecheniya_bezopasnosti_truda.html","/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/dokumentacziya/politika_v_oblasti_kachestva,_oxranyi_zdorovya_i_obespecheniya_bezopasnosti_truda.html","/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/dokumentacziya/politika_v_oblasti_kachestva,_oxranyi_zdorovya_i_obespecheniya_bezopasnosti_truda.html",275,3,0
dlya_professionalov/dokumentacziya/sertifikatyi_sootvetstviya_sistemyi_menedzhmenta_trebovaniyam_standarta_iso.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/dokumentacziya/sertifikatyi_sootvetstviya_sistemyi_menedzhmenta_trebovaniyam_standarta_iso.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/dokumentacziya/sertifikatyi_sootvetstviya_sistemyi_menedzhmenta_trebovaniyam_standarta_iso.html,274,3,0
dlya_professionalov/dokumentacziya/sertifikatyi_gipsovyie_plityi_danogips.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/dokumentacziya/sertifikatyi_gipsovyie_plityi_danogips.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/dokumentacziya/sertifikatyi_gipsovyie_plityi_danogips.html,1,0,0
dlya_professionalov/dokumentacziya/sertifikatyi_na_gruntyi_danogips.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/dokumentacziya/sertifikatyi_na_gruntyi_danogips.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/dokumentacziya/sertifikatyi_na_gruntyi_danogips.html,1,0,0
dlya_professionalov/dokumentacziya/sertifikatyi_na_grunt_konczentrat_danogips.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/dokumentacziya/sertifikatyi_na_grunt_konczentrat_danogips.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/dokumentacziya/sertifikatyi_na_grunt_konczentrat_danogips.html,1,0,0
dlya_professionalov/dokumentacziya/svodnaya_vedomost_rezultatov_provedeniya_speczialnoj_oczenki_uslovij_truda.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/dokumentacziya/svodnaya_vedomost_rezultatov_provedeniya_speczialnoj_oczenki_uslovij_truda.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/dokumentacziya/svodnaya_vedomost_rezultatov_provedeniya_speczialnoj_oczenki_uslovij_truda.html,1,0,0
dlya_professionalov/dokumentacziya/gidroizolyacziya.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/dokumentacziya/gidroizolyacziya.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/dokumentacziya/gidroizolyacziya.html,1,0,0
dlya_professionalov/dokumentacziya/sertifikatyi_na_instrumentyi_i_aksessuaryi.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/dokumentacziya/sertifikatyi_na_instrumentyi_i_aksessuaryi.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/dokumentacziya/sertifikatyi_na_instrumentyi_i_aksessuaryi.html,1,0,0
dlya_professionalov/dokumentacziya/pechatnyie_materialyi_danogips.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/dokumentacziya/pechatnyie_materialyi_danogips.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/dokumentacziya/pechatnyie_materialyi_danogips.html,1,0,0
"dlya_professionalov/dokumentacziya/sertifikatyi_professionalnyie_shpatlevki_danogips_(superfinish,_fill_i_finish_light,_prospray).html","/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/dokumentacziya/sertifikatyi_professionalnyie_shpatlevki_danogips_(superfinish,_fill_i_finish_light,_prospray).html","/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/dokumentacziya/sertifikatyi_professionalnyie_shpatlevki_danogips_(superfinish,_fill_i_finish_light,_prospray).html",1,0,0
dlya_professionalov/dokumentacziya/sertifikatyi_danogips_dano_top_9/top_5/box1.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/dokumentacziya/sertifikatyi_danogips_dano_top_9/top_5/box1.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/dokumentacziya/sertifikatyi_danogips_dano_top_9/top_5/box1.html,1,0,0
dlya_professionalov/dokumentacziya/sertifikatyi_na_suxie_smesi_danogips_dano_jet5/_jet_9.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/dokumentacziya/sertifikatyi_na_suxie_smesi_danogips_dano_jet5/_jet_9.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/dokumentacziya/sertifikatyi_na_suxie_smesi_danogips_dano_jet5/_jet_9.html,1,0,0
dlya_professionalov/events/danogips_moskva_07_06_18.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/events/danogips_moskva_07_06_18.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/events/danogips_moskva_07_06_18.html,296,7,3
dlya_professionalov/events/demonstracziya_mexanizirovannogo_naneseniya_shpatlevki_danogips_perm.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/events/demonstracziya_mexanizirovannogo_naneseniya_shpatlevki_danogips_perm.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/events/demonstracziya_mexanizirovannogo_naneseniya_shpatlevki_danogips_perm.html,293,7,0
dlya_professionalov/events/danogips_minsk_11_4_18.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/events/danogips_minsk_11_4_18.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/events/danogips_minsk_11_4_18.html,301,7,0
dlya_professionalov/events/danogips_msk_18_4_18.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/events/danogips_msk_18_4_18.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/events/danogips_msk_18_4_18.html,302,7,3
dlya_professionalov/events/20_fevralya_2020_g._s_1000_v_uralske_projdet_master_klass_po_texnologiyam_professionalnoj_otdelki.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/events/20_fevralya_2020_g._s_1000_v_uralske_projdet_master_klass_po_texnologiyam_professionalnoj_otdelki.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/events/20_fevralya_2020_g._s_1000_v_uralske_projdet_master_klass_po_texnologiyam_professionalnoj_otdelki.html,291,3,0
dlya_professionalov/events/master_klass_kompanij_danogips_i_aspro_samara.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/events/master_klass_kompanij_danogips_i_aspro_samara.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/events/master_klass_kompanij_danogips_i_aspro_samara.html,302,7,0
dlya_professionalov/events/master_klass_po_otdelke_styikov_gkl.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/events/master_klass_po_otdelke_styikov_gkl.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/events/master_klass_po_otdelke_styikov_gkl.html,296,7,0
dlya_professionalov/events/danogips_krasnodar_15_10_18.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/events/danogips_krasnodar_15_10_18.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/events/danogips_krasnodar_15_10_18.html,306,7,2
dlya_professionalov/events/master_klass_po_texnologiyam_professionalnoj_otdelki_novosibirsk.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/events/master_klass_po_texnologiyam_professionalnoj_otdelki_novosibirsk.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/events/master_klass_po_texnologiyam_professionalnoj_otdelki_novosibirsk.html,299,7,0
dlya_professionalov/events/danogips_stavropol_17_04_19.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/events/danogips_stavropol_17_04_19.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/events/danogips_stavropol_17_04_19.html,300,7,0
dlya_professionalov/events/seminar_danogips_xabarovsk.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/events/seminar_danogips_xabarovsk.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/events/seminar_danogips_xabarovsk.html,313,7,0
dlya_professionalov/events/danogips_krasnoyarsk_11_04_2019.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/events/danogips_krasnoyarsk_11_04_2019.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/events/danogips_krasnoyarsk_11_04_2019.html,306,7,0
dlya_professionalov/events/materialy_dlya_finishnoi_i_decor_otdelki.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/events/materialy_dlya_finishnoi_i_decor_otdelki.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/events/materialy_dlya_finishnoi_i_decor_otdelki.html,299,7,0
dlya_professionalov/events/danogips_surgut_27_02_2019.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/events/danogips_surgut_27_02_2019.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/events/danogips_surgut_27_02_2019.html,299,7,0
dlya_professionalov/events/danogips_surgut_15_3_2018.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/events/danogips_surgut_15_3_2018.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/events/danogips_surgut_15_3_2018.html,301,7,0
dlya_professionalov/events/danogips_rostov_24_05_2018.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/events/danogips_rostov_24_05_2018.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/events/danogips_rostov_24_05_2018.html,301,7,0
dlya_professionalov/events/master_klass_po_texnologiyam_podgotovki_poverxnosti_pod_vyisoko_kachestvennuyu_okrasku.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/events/master_klass_po_texnologiyam_podgotovki_poverxnosti_pod_vyisoko_kachestvennuyu_okrasku.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/events/master_klass_po_texnologiyam_podgotovki_poverxnosti_pod_vyisoko_kachestvennuyu_okrasku.html,294,7,0
dlya_professionalov/events/danogips_voronezh_17_05_18.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/events/danogips_voronezh_17_05_18.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/events/danogips_voronezh_17_05_18.html,301,7,0
dlya_professionalov/events/prezentacziya_oborudovaniya_15_10_2020.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/events/prezentacziya_oborudovaniya_15_10_2020.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/events/prezentacziya_oborudovaniya_15_10_2020.html,303,7,0
dlya_professionalov/events/primenenie_materialov_danogips_v_texnologiyax_professionalnoj_otdelki_10.10.19.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/events/primenenie_materialov_danogips_v_texnologiyax_professionalnoj_otdelki_10.10.19.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/events/primenenie_materialov_danogips_v_texnologiyax_professionalnoj_otdelki_10.10.19.html,304,7,0
dlya_professionalov/events/danogips_tumen_30_11_2017.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/events/danogips_tumen_30_11_2017.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/events/danogips_tumen_30_11_2017.html,301,7,1
dlya_professionalov/events/texnologii_i_materialyi_dlya_finishnoj_otdelki_barnaul.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/events/texnologii_i_materialyi_dlya_finishnoj_otdelki_barnaul.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/events/texnologii_i_materialyi_dlya_finishnoj_otdelki_barnaul.html,299,7,0
dlya_professionalov/events/danogips_msk_26_27_09_18.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/events/danogips_msk_26_27_09_18.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/events/danogips_msk_26_27_09_18.html,305,7,3
dlya_professionalov/events/materialyi_dlya_finishnoj_otdelki_i_novinki_danogips_2.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/events/materialyi_dlya_finishnoj_otdelki_i_novinki_danogips_2.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/events/materialyi_dlya_finishnoj_otdelki_i_novinki_danogips_2.html,297,7,0
dlya_professionalov/events/master_klass_po_texnologiyam_professionalnoj_otdelki_vladivostok2.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/events/master_klass_po_texnologiyam_professionalnoj_otdelki_vladivostok2.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/events/master_klass_po_texnologiyam_professionalnoj_otdelki_vladivostok2.html,304,7,0
dlya_professionalov/events/prakticheskij_master_klass_po_teme_texnologii_i_materialyi_dlya_finishnoj_otdelki_na_razlichnyix_vidax_osnovanij_novosibirsk.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/events/prakticheskij_master_klass_po_teme_texnologii_i_materialyi_dlya_finishnoj_otdelki_na_razlichnyix_vidax_osnovanij_novosibirsk.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/events/prakticheskij_master_klass_po_teme_texnologii_i_materialyi_dlya_finishnoj_otdelki_na_razlichnyix_vidax_osnovanij_novosibirsk.html,304,7,0
dlya_professionalov/events/sibirskij_dano_probeg_barnaul.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/events/sibirskij_dano_probeg_barnaul.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/events/sibirskij_dano_probeg_barnaul.html,305,7,0
dlya_professionalov/events/danogips_habarovsk_14_05_18.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/events/danogips_habarovsk_14_05_18.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/events/danogips_habarovsk_14_05_18.html,300,7,0
dlya_professionalov/events/sekretyi_priklejki_stekloxolsta_mexanizirovannyim_30_sposobom.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/events/sekretyi_priklejki_stekloxolsta_mexanizirovannyim_30_sposobom.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/events/sekretyi_priklejki_stekloxolsta_mexanizirovannyim_30_sposobom.html,300,7,3
dlya_professionalov/events/primenenie_materialov_danogips_v_texnologiyax_professionalnoj_otdelki.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/events/primenenie_materialov_danogips_v_texnologiyax_professionalnoj_otdelki.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/events/primenenie_materialov_danogips_v_texnologiyax_professionalnoj_otdelki.html,306,7,1
"dlya_professionalov/events/mexanizacziya,_sovremennyie_materialyi_i_texnologii_malyarnyix_rabot.html","/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/events/mexanizacziya,_sovremennyie_materialyi_i_texnologii_malyarnyix_rabot.html","/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/events/mexanizacziya,_sovremennyie_materialyi_i_texnologii_malyarnyix_rabot.html",299,7,0
dlya_professionalov/events/danogips_kazan_18_04_19.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/events/danogips_kazan_18_04_19.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/events/danogips_kazan_18_04_19.html,300,7,0
dlya_professionalov/events/danogips_msk_19_4_18.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/events/danogips_msk_19_4_18.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/events/danogips_msk_19_4_18.html,302,7,3
dlya_professionalov/events/mexanizacziya_i_novinki_danogips_dlya_finishnoj_otdelki.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/events/mexanizacziya_i_novinki_danogips_dlya_finishnoj_otdelki.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/events/mexanizacziya_i_novinki_danogips_dlya_finishnoj_otdelki.html,306,7,0
dlya_professionalov/events/master_klass_po_texnologiyam_professionalnoj_otdelki_ulianovsk.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/events/master_klass_po_texnologiyam_professionalnoj_otdelki_ulianovsk.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/events/master_klass_po_texnologiyam_professionalnoj_otdelki_ulianovsk.html,300,7,0
dlya_professionalov/events/primenenie_materialov_danogips_v_texnologiyax_professionalnoj_otdelki_31.10.19.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/events/primenenie_materialov_danogips_v_texnologiyax_professionalnoj_otdelki_31.10.19.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/events/primenenie_materialov_danogips_v_texnologiyax_professionalnoj_otdelki_31.10.19.html,300,7,0
dlya_professionalov/events/danogips_perm_1_2_2018.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/events/danogips_perm_1_2_2018.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/events/danogips_perm_1_2_2018.html,301,7,0
dlya_professionalov/events/dostizhenie_kachestva_i_effektivnosti_malyarnyix_rabot.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/events/dostizhenie_kachestva_i_effektivnosti_malyarnyix_rabot.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/events/dostizhenie_kachestva_i_effektivnosti_malyarnyix_rabot.html,300,7,0
dlya_professionalov/events/aktualnyie_trendyi_v_otdelochnyix_rabotax_omsk.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/events/aktualnyie_trendyi_v_otdelochnyix_rabotax_omsk.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/events/aktualnyie_trendyi_v_otdelochnyix_rabotax_omsk.html,301,7,0
dlya_professionalov/events/mexanizacziya_i_materialyi_dlya_finishnoj_otdelki_krasnoyarsk.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/events/mexanizacziya_i_materialyi_dlya_finishnoj_otdelki_krasnoyarsk.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/events/mexanizacziya_i_materialyi_dlya_finishnoj_otdelki_krasnoyarsk.html,300,7,0
dlya_professionalov/events/25_marta_2020_g_s_1100_v_nizhnem_novgorode_projdet_master_klass_po_texnologiyam_professionalnoj_otdelki_.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/events/25_marta_2020_g_s_1100_v_nizhnem_novgorode_projdet_master_klass_po_texnologiyam_professionalnoj_otdelki_.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/events/25_marta_2020_g_s_1100_v_nizhnem_novgorode_projdet_master_klass_po_texnologiyam_professionalnoj_otdelki_.html,299,7,0
dlya_professionalov/events/materialyi_dlya_finishnoj_i_dekorativnoj_otdelki._prezentacziya_novinok_danogips.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/events/materialyi_dlya_finishnoj_i_dekorativnoj_otdelki._prezentacziya_novinok_danogips.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/events/materialyi_dlya_finishnoj_i_dekorativnoj_otdelki._prezentacziya_novinok_danogips.html,302,7,0
dlya_professionalov/events/master_klass_po_texnologiyam_professionalnoj_otdelki_nn.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/events/master_klass_po_texnologiyam_professionalnoj_otdelki_nn.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/events/master_klass_po_texnologiyam_professionalnoj_otdelki_nn.html,296,7,0
dlya_professionalov/events/danogips_ekb_20_12_2017.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/events/danogips_ekb_20_12_2017.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/events/danogips_ekb_20_12_2017.html,301,7,3
dlya_professionalov/events/primenenie_materialov_danogips_v_texnologiyax_professionalnoj_otdelki_13092019.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/events/primenenie_materialov_danogips_v_texnologiyax_professionalnoj_otdelki_13092019.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/events/primenenie_materialov_danogips_v_texnologiyax_professionalnoj_otdelki_13092019.html,301,7,0
dlya_professionalov/events/ceminar_po_mexanizaczii_malyarnyix_rabot2.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/events/ceminar_po_mexanizaczii_malyarnyix_rabot2.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/events/ceminar_po_mexanizaczii_malyarnyix_rabot2.html,299,7,0
dlya_professionalov/events/master_klasse_po_produkczii_danogips_komsomolsk_na_amure.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/events/master_klasse_po_produkczii_danogips_komsomolsk_na_amure.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/events/master_klasse_po_produkczii_danogips_komsomolsk_na_amure.html,300,7,0
dlya_professionalov/events/danogips_nn_16_11_2017.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/events/danogips_nn_16_11_2017.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/events/danogips_nn_16_11_2017.html,301,7,0
dlya_professionalov/events/danogips_vladivostok_16_05_18.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/events/danogips_vladivostok_16_05_18.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/events/danogips_vladivostok_16_05_18.html,300,7,3
dlya_professionalov/events/sibirskij_dano_probeg_kemerovo.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/events/sibirskij_dano_probeg_kemerovo.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/events/sibirskij_dano_probeg_kemerovo.html,305,7,0
